customer_dim_id,customer_id,customer_first_name,customer_last_name,customer_type,customer_store_state,customer_store_city,customer_store_street,customer_store_zipcode,customer_store_latitude,customer_store_longitude
19224,19339,Aiko,Johnston,Consumer,Puerto Rico,Caguas,4388 Burning Goose Ridge,00725,18.2484570,-66.0370560
19225,19340,Lenore,Gaines,Corporate,California,Modesto,4062 Clear Pond Circuit,95351,37.6184998,-121.0116348
19226,19341,Heidi,Moran,Corporate,Puerto Rico,Caguas,4021 Rocky Prairie Gardens,00725,18.2930298,-66.0370560
19227,19342,Jorden,Bailey,Corporate,California,Los Angeles,9729 Stony Dale Range,90043,33.9854736,-118.3382416
19228,19343,Cara,Scott,Corporate,Puerto Rico,Caguas,5723 Stony Valley,00725,18.2542133,-66.0370483
19229,19344,Audrey,Witt,Consumer,Connecticut,Enfield,9089 Round Willow Route,06082,42.0001907,-72.5964661
19230,19345,Blythe,Cantu,Consumer,Puerto Rico,Caguas,4439 Tawny Mall,00725,18.2384529,-66.0370560
19231,19346,Mechelle,Hale,Corporate,Indiana,Indianapolis,6471 Gentle Bank,46226,39.8369904,-86.0190735
19232,19347,Kelly,Lyons,Corporate,Puerto Rico,Caguas,5010 Emerald Hollow,00725,18.2537708,-66.0370636
19233,19348,Unity,Oneal,Corporate,Texas,San Benito,2589 Iron Pines,78586,26.1407280,-97.6680527
19234,19349,Hope,Diaz,Home Office,Florida,Tampa,7595 Quiet Nectar Circuit,33624,28.1021175,-82.5121155
19235,19350,Heather,Rocha,Consumer,Puerto Rico,Caguas,7192 Green Arbor,00725,18.2668781,-66.0370560
19236,19351,Alyssa,Fowler,Home Office,Hawaii,Honolulu,1066 Hidden Green,96818,21.3431530,-157.9066010
19237,19352,Lilah,Glass,Home Office,Puerto Rico,Caguas,9871 Cotton Lagoon End,00725,18.2630863,-66.0370560
19238,19353,Ella,Mcmahon,Consumer,Arizona,Mesa,6718 High Panda Dell,85204,33.4100113,-111.7717972
19239,19354,Lilah,Huff,Home Office,California,Carson,777 Sleepy Quail Key,90745,33.8317947,-118.2613220
19240,19355,Geraldine,Barlow,Corporate,Puerto Rico,Caguas,7550 Sleepy View Court,00725,18.2903957,-66.0370560
19241,19356,Emma,Armstrong,Consumer,California,Riverside,9666 Gentle Shadow Thicket,92504,33.9364243,-117.4205856
19242,19357,Tara,Gordon,Corporate,Puerto Rico,Caguas,425 Noble Lane,00725,18.2009735,-66.0370483
19243,19358,Genevieve,Joyce,Corporate,Ohio,Elyria,4776 Crystal River Stead,44035,41.4214821,-82.0940704
19244,19359,Sybil,Noel,Corporate,New York,Lindenhurst,4482 Velvet Farm,11757,40.6866570,-73.3755341
19245,19360,Blossom,Hill,Corporate,Puerto Rico,Caguas,4791 Harvest Quail Limits,00725,18.2456417,-66.0370560
19246,19361,Dana,Hoffman,Consumer,Puerto Rico,Humacao,6888 Wishing Mountain Run,00791,18.1501503,-65.8259506
19247,19362,Anika,Stokes,Consumer,Oregon,Albany,7176 Bright Timber Passage,97321,44.6307602,-123.1084366
19248,19363,Geraldine,Mcfadden,Consumer,Ohio,Columbus,7802 Gentle Creek Square,43228,40.8816490,-81.2522812
19249,19364,Jayme,Tyler,Consumer,North Carolina,Lenoir,8324 Little Common,28645,36.1101990,-81.5260086
19250,19365,Amity,Weber,Consumer,Puerto Rico,Caguas,3567 Rocky Grove,00725,18.2872028,-66.0370560
19251,19366,Joan,Hickman,Consumer,California,Azusa,3847 Blue Place,91702,34.1336098,-117.9058914
19252,19367,Illiana,Mcpherson,Consumer,Puerto Rico,Caguas,9739 Round Spring Expressway,00725,18.2169495,-66.0370560
19253,19368,Morgan,Jimenez,Consumer,California,Gilroy,9666 Colonial Hickory Thicket,95020,37.0137062,-121.5893478
19254,19369,Rhonda,Bruce,Corporate,New York,Astoria,3071 Tawny Canyon,11103,40.7686195,-73.9094925
19255,19370,Xerxes,Marsh,Corporate,Puerto Rico,Caguas,2568 Rustic Valley,00725,18.2633190,-66.0370560
19256,19371,Clare,Jenkins,Home Office,New York,Hempstead,8776 Green Ridge,11550,40.6870346,-73.6244659
19257,19372,Taylor,Aguilar,Home Office,Puerto Rico,Caguas,1982 Burning Forest,00725,18.2536087,-66.0370636
19258,19373,Violet,Melton,Home Office,Florida,Tallahassee,5002 High Bank,32308,30.4950619,-84.2458038
19259,19374,Hedy,Dunn,Consumer,Puerto Rico,Caguas,3914 Silver Horse Cape,00725,18.2521496,-66.0370560
19260,19375,Lara,Kim,Consumer,California,Granada Hills,4436 Tawny Private,91344,34.0736389,-117.7083511
19261,19376,Hermione,Rose,Corporate,Puerto Rico,Caguas,2059 Cozy Field,00725,18.2195072,-66.0370483
19262,19377,Denise,Young,Consumer,California,Bakersfield,2027 Thunder Creek Thicket,93304,35.3625450,-119.0186996
19263,19378,Eliana,Santos,Consumer,Puerto Rico,Caguas,1142 Round Via,00725,18.2570839,-66.0370483
19264,19379,Emma,Suarez,Home Office,Utah,Salt Lake City,1853 Umber Field,84118,40.6598740,-112.0028687
19265,19380,Sopoline,Hood,Consumer,Puerto Rico,Caguas,4776 Pleasant Pioneer Cape,00725,18.2798405,-66.0370483
19266,19381,Summer,Hester,Consumer,Tennessee,Antioch,8895 Shady Cider Moor,37013,36.0810051,-86.6870575
19267,19382,Kitra,Howard,Corporate,Tennessee,Memphis,5722 Easy Heath,38127,35.2820969,-89.9731064
19268,19383,Ifeoma,Hendricks,Corporate,New Jersey,Clementon,5136 Red Prairie Park,08021,39.8166466,-74.9846726
19269,19384,Tatyana,Tyson,Home Office,Puerto Rico,Caguas,427 Clear Leaf Loop,00725,18.2998428,-66.0370560
19270,19385,Brenna,Wyatt,Corporate,California,Garden Grove,3068 Indian Quail Cove,92843,33.7665215,-117.9461899
19271,19386,Olga,Stein,Corporate,Puerto Rico,Caguas,8651 Heather Drive,00725,18.2090111,-66.0370560
19272,19387,Karly,Porter,Corporate,Arizona,Peoria,5674 Merry Nectar Pines,85345,33.5787315,-112.2660980
19273,19388,Katelyn,Key,Corporate,Puerto Rico,Caguas,851 Green Prairie Park,00725,18.2886715,-66.0370636
19274,19389,Breanna,Morrison,Corporate,New York,Brooklyn,7320 Lazy Forest Falls,11218,40.6405945,-73.9751892
19275,19390,Blossom,Middleton,Home Office,Michigan,Ypsilanti,3505 High Mall,48197,42.2439880,-83.6199112
19276,19391,Aimee,Daugherty,Corporate,Puerto Rico,Caguas,6449 Merry Lagoon Drive,00725,18.2726593,-66.0370560
19277,19392,Nelle,Shaffer,Home Office,Georgia,Roswell,8932 High Row,30075,34.0256691,-84.3574219
19278,19393,Phyllis,Higgins,Home Office,Puerto Rico,Caguas,1870 Crystal Blossom Towers,00725,18.2344837,-66.0370636
19279,19394,Tamara,Larson,Home Office,California,Los Angeles,183 Crystal Lake Drive,90042,34.1143646,-118.1924820
19280,19395,Nell,Garrison,Home Office,California,Mission Viejo,1557 High Spring Cove,92692,33.6487541,-117.6374283
19281,19396,Charity,Sharpe,Home Office,Puerto Rico,Caguas,7108 Cinder Road,00725,18.2842388,-66.0370483
19282,19397,Ria,Padilla,Home Office,Missouri,Springfield,5434 Middle Range,65807,37.1563911,-93.2860107
19283,19398,Beatrice,Holt,Home Office,Puerto Rico,Caguas,1946 Jagged Trail,00725,18.2374744,-66.0370636
19284,19399,Chloe,Nichols,Home Office,California,Cupertino,3538 Rustic Dale Run,95014,37.3213883,-122.0307388
19285,19400,Medge,Mcfarland,Corporate,California,Los Angeles,9767 Amber Valley,90046,34.0996094,-118.3507385
19286,19401,Myra,Manning,Corporate,Missouri,Saint Charles,3761 Foggy Hickory Extension,63301,38.7783814,-90.5077744
19287,19402,Cynthia,Albert,Corporate,Puerto Rico,Caguas,2070 Rocky Apple Front,00725,18.2043324,-66.0370560
19288,19403,Emi,Mitchell,Corporate,New York,Lockport,4542 Sunny Parade,14094,43.1689110,-78.6921616
19289,19404,Tana,Franklin,Consumer,Puerto Rico,Caguas,406 Shady Cider Corner,00725,18.2810822,-66.0370560
19290,19405,Lilah,Holmes,Corporate,Ohio,Cleveland,7701 Rustic Carrefour,44102,41.4721413,-81.7368164
19291,19406,May,Kennedy,Consumer,Puerto Rico,Caguas,8284 Colonial Gate Path,00725,18.2335339,-66.0370636
19292,19407,Linda,Haley,Consumer,Tennessee,Murfreesboro,8659 Foggy Deer Port,37130,36.0448952,-86.3532715
19293,19408,Rose,Mack,Consumer,Puerto Rico,Caguas,4690 Quiet Hickory Campus,00725,18.2000275,-66.0370483
19294,19409,Odessa,Cherry,Corporate,Michigan,Detroit,4148 Indian Landing,48205,42.4010963,-82.9251328
19295,19410,Cherokee,Huffman,Corporate,Puerto Rico,Caguas,8707 Foggy View,00725,18.2924461,-66.0370636
19296,19411,Tamekah,Blair,Corporate,Illinois,Chicago,8832 Old Quay,60637,41.7828064,-87.6146469
19297,19412,Iola,King,Corporate,Puerto Rico,Caguas,5012 Honey Wagon Stead,00725,18.2988300,-66.0370636
19298,19413,Renee,Morales,Corporate,Michigan,Taylor,1497 Sleepy Thicket,48180,42.5236549,-85.6944580
19299,19414,Hadley,Russell,Corporate,Colorado,Denver,7500 Wishing Brook Grove,80219,39.6897507,-105.0245895
19300,19415,Yoshi,Shelton,Consumer,Puerto Rico,Caguas,9891 Foggy Hills Acres,00725,18.2498951,-66.0370636
19301,19416,Madeline,Wooten,Home Office,New York,Brooklyn,2636 Indian Expressway,11212,40.6608009,-73.9200745
19302,19417,Gillian,Camacho,Home Office,Puerto Rico,Rio Grande,6750 Stony Fawn Wood,00745,42.2564583,-83.4168854
19303,19418,Beverly,Fisher,Consumer,Michigan,Holland,7177 Old Nectar Ridge,49423,42.8318710,-86.0785217
19304,19419,Chloe,Pickett,Home Office,Puerto Rico,Caguas,482 High Quay,00725,18.2399826,-66.0370560
19305,19420,Danielle,Rush,Home Office,Georgia,Marietta,7121 Foggy Woods,30062,34.0206146,-84.4274597
19306,19421,Miriam,Vega,Consumer,California,Stockton,6332 Round Range,95207,37.9268494,-121.3893127
19307,19422,Carolyn,Davenport,Consumer,Puerto Rico,Caguas,4105 Fallen Goose Port,00725,18.2555466,-66.0370560
19308,19423,Inez,Fleming,Consumer,Tennessee,Columbia,3408 Tawny Spring Glen,38401,35.5692024,-87.0804520
19309,19424,Kylynn,Zimmerman,Consumer,Utah,Provo,3741 Bright Extension,84604,40.3957901,-111.5488815
19310,19425,Fallon,Donovan,Consumer,Puerto Rico,Caguas,45 Merry Bear View,00725,18.2769089,-66.0370560
19311,19426,Dakota,Green,Consumer,New York,Bronx,2720 Stony Field,10458,40.8661804,-73.8702393
19312,19427,Rylee,Garrett,Corporate,California,Long Beach,7735 Gentle Terrace,90813,33.7824516,-118.1922455
19313,19428,Patience,Woodward,Consumer,California,Azusa,1010 Rustic Fox View,91702,34.1393204,-117.9074402
19314,19429,Lana,Green,Consumer,Virginia,Virginia Beach,9627 Little Terrace,23455,36.9108315,-76.1295853
19315,19430,Naida,Small,Corporate,Puerto Rico,Caguas,9393 Golden View Pike,00725,18.2185707,-66.0370560
19316,19431,Maryam,Grant,Corporate,Georgia,Lilburn,7094 Sleepy End,30047,33.9021988,-84.1537399
19317,19432,Noel,Wheeler,Corporate,Hawaii,Honolulu,1070 Dusty Beacon Maze,96817,21.3215675,-157.8721771
19318,19433,Xerxes,Terrell,Corporate,North Dakota,Bismarck,5953 Lost Plaza,58501,46.8118439,-100.7877197
19319,19434,Emma,Mayo,Corporate,Puerto Rico,Caguas,3309 Harvest Thicket,00725,18.2035542,-66.0370560
19320,19435,Hyacinth,Nolan,Consumer,Maryland,Gaithersburg,2210 Merry Leaf Row,20878,39.1416206,-77.2270813
19321,19436,Wynter,Gay,Home Office,Puerto Rico,Caguas,9299 Grand Branch Route,00725,18.2059860,-66.0370560
19322,19437,Cally,Dunn,Corporate,North Dakota,Bismarck,8307 Merry Pointe,58501,46.8118439,-100.7877197
19323,19438,Cleo,Woodward,Home Office,Puerto Rico,Caguas,4135 Golden Shadow Front,00725,18.2150974,-66.0370636
19324,19439,Mara,Mcneil,Corporate,California,Garden Grove,9780 Misty Pike,92840,33.7739525,-117.9618988
19325,19440,Jennifer,Holmes,Corporate,Puerto Rico,Caguas,6826 Quiet Lane,00725,18.2586651,-66.0370560
19326,19441,Yetta,Robinson,Corporate,Massachusetts,Brighton,2607 Clear Branch Cape,02135,42.3496285,-71.1532822
19327,19442,Lavinia,Houston,Corporate,Puerto Rico,Caguas,432 Rocky Link,00725,18.2626419,-66.0370560
19328,19443,Hayfa,Boyle,Corporate,Texas,Sugar Land,1165 Quiet Inlet,77478,29.6096058,-95.6159363
19329,19444,Wanda,Sanford,Corporate,California,Sunnyvale,1800 Quiet Creek Stead,94087,37.3446693,-122.0356674
19330,19445,Felicia,Clark,Corporate,Puerto Rico,Caguas,9135 Green Island Moor,00725,18.2913666,-66.0370560
19331,19446,Taylor,Wood,Corporate,Texas,Dallas,9879 Harvest Deer Farms,75211,32.7536850,-96.8655396
19332,19447,Marah,Lara,Corporate,New York,Rochester,8665 Sunny Deer Woods,14609,43.1882401,-77.5670624
19333,19448,Stacy,Mckinney,Corporate,Puerto Rico,Caguas,9712 Fallen Robin Diversion,00725,18.2646961,-66.0370560
19334,19449,Kay,Sandoval,Consumer,California,Fremont,1509 Middle Oak Isle,94539,37.4902763,-121.9271088
19335,19450,Sybill,Spencer,Home Office,Puerto Rico,Caguas,830 Quaking Bear Grounds,00725,18.2410393,-66.0370636
19336,19451,Adele,Pennington,Home Office,Georgia,Atlanta,833 Amber Anchor Glen,30318,33.8163261,-84.4455032
19337,19452,Dacey,Walters,Home Office,Puerto Rico,Caguas,2676 Velvet Common,00725,18.2829456,-66.0370636
19338,19453,Deanna,Goff,Consumer,California,Panorama City,3722 Thunder Cape,91402,34.1589394,-118.1809387
19339,19454,Karina,Prince,Consumer,Delaware,Newark,2556 Umber Autoroute,19702,39.6818810,-75.6442108
19340,19455,Ivory,Parks,Consumer,Puerto Rico,Caguas,7004 Hazy Lake Townline,00725,18.2860489,-66.0370560
19341,19456,Amy,Lindsay,Corporate,Texas,Dallas,1188 Old Abbey,75228,32.8101082,-96.6864929
19342,19457,Libby,Bray,Corporate,Pennsylvania,Carlisle,6127 Dewy Goose Downs,17013,40.0317192,-76.8770981
19343,19458,Aurora,Sharp,Corporate,Puerto Rico,Caguas,830 Broad Beacon Maze,00725,18.2407417,-66.0370560
19344,19459,Ainsley,Mathis,Consumer,Texas,Dallas,7190 Silver Horse Glade,75220,32.8653946,-96.8685837
19345,19460,Dominique,Rogers,Consumer,Michigan,Detroit,3915 Broad Lookout,48238,42.3911018,-83.1312180
19346,19461,Basia,Watts,Consumer,Puerto Rico,Caguas,5918 Golden Beacon Freeway,00725,18.2871361,-66.0370560
19347,19462,Joan,Wilder,Consumer,Illinois,Wheaton,4294 High Passage,60187,41.8654404,-88.1099014
19348,19463,Teagan,Romero,Consumer,Puerto Rico,Caguas,1564 Rocky Terrace,00725,18.2752609,-66.0370636
19349,19464,Jael,Mcfarland,Consumer,California,Bellflower,9699 Honey Rise,90706,33.9094238,-118.1253586
19350,19465,Evelyn,Kelly,Corporate,Michigan,Roseville,3931 Gentle Ramp,48066,41.8688622,-84.5736542
19351,19466,Hannah,Velez,Corporate,Puerto Rico,Caguas,8271 Tawny Elk Abbey,00725,18.2702236,-66.0370636
19352,19467,Quail,Ashley,Consumer,Pennsylvania,Wilkes Barre,9814 Emerald Prairie Limits,18702,41.2354546,-75.8698578
19353,19468,Roary,Wheeler,Corporate,Puerto Rico,Caguas,1426 Fallen Line,00725,18.2616329,-66.0370560
19354,19469,Simone,Vance,Corporate,Montana,Billings,3176 Round Gate,59102,45.7883110,-108.5594101
19355,19470,Lucy,Mcknight,Corporate,Puerto Rico,Caguas,1082 Quiet Treasure Link,00725,18.2073364,-66.0370560
19356,19471,Yeo,Bird,Corporate,California,Rancho Cordova,6217 Rustic Lake Forest,95670,38.6117745,-121.2828674
19357,19472,Alma,Conley,Corporate,Puerto Rico,Caguas,3732 Old Mountain Bank,00725,18.2833767,-66.0370560
19358,19473,Kellie,Farmer,Corporate,California,Long Beach,7111 Silent Fox Gardens,90813,33.7824516,-118.1922455
19359,19474,Kim,Simon,Consumer,Illinois,Mount Prospect,1723 Tawny Via,60056,42.0483055,-87.9613419
19360,19475,Bo,Griffin,Consumer,Puerto Rico,Caguas,5136 Rustic Pioneer Estates,00725,18.2337780,-66.0370636
19361,19476,Ciara,Bird,Corporate,California,Paramount,7787 Lazy Corners,90723,33.8986931,-118.1745605
19362,19477,Brynne,Giles,Corporate,Puerto Rico,Canovanas,7342 Hazy Beacon Park,00729,18.3957901,-65.8728867
19363,19478,Sade,Lancaster,Corporate,Puerto Rico,Caguas,257 Harvest Close,00725,18.2840500,-66.0370560
19364,19479,Kimberley,Sharpe,Corporate,Massachusetts,Peabody,6417 Silver Towers,01960,42.5262756,-70.9270325
19365,19480,Natalie,Mcfadden,Corporate,Puerto Rico,Caguas,2531 Wishing Square,00725,18.2784386,-66.0370560
19366,19481,Cassandra,Jensen,Corporate,California,Salinas,131 Sunny Treasure Green,93905,36.6763382,-121.6565170
19367,19482,Freya,Robbins,Consumer,New York,Freeport,3243 Shady Corner,11520,40.6548653,-73.5870743
19368,19483,Germane,Short,Corporate,Puerto Rico,Caguas,4058 Quiet Heights,00725,18.2828445,-66.0370560
19369,19484,Oprah,Delacruz,Corporate,California,San Ramon,9139 Blue Blossom Court,94583,37.7739906,-121.9666290
19370,19485,Nichole,Olsen,Corporate,Puerto Rico,Caguas,2051 Dusty Route,00725,18.2332230,-66.0370560
19371,19486,Erica,Stevens,Corporate,Florida,Miami,7595 Cotton Log Row,33162,25.9288693,-80.1628723
19372,19487,Constance,Terrell,Home Office,Puerto Rico,Caguas,1879 Green Pine Bank,00725,18.2425385,-66.0370560
19373,19488,Kimberly,Flowers,Consumer,New York,Tonawanda,2122 Hazy Corner,14150,43.0139694,-78.8790665
19374,19489,Orli,Hendricks,Corporate,Puerto Rico,Caguas,8671 Iron Anchor Corners,00725,18.2537689,-66.0370483
19375,19490,Tana,Tate,Home Office,California,Los Angeles,3200 Amber Bend,90027,34.1259461,-118.2910156
19376,19491,Gillian,Maldonado,Consumer,California,San Jose,8510 Round Bear Gate,95125,37.2922325,-121.8812790
19377,19492,Irene,Luna,Consumer,Puerto Rico,Caguas,2679 Rustic Loop,00725,18.2794514,-66.0370636
19378,19493,Clementine,Lawrence,Consumer,California,Fairfield,79 Misty Goose Townline,94533,38.2513161,-122.0456543
19379,19494,Abigail,Pruitt,Consumer,Texas,Amarillo,437 Heather Quail Concession,79109,35.1875420,-101.8676224
19380,19495,Tatyana,Spencer,Consumer,Puerto Rico,Caguas,3709 Middle Forest Downs,00725,18.2622128,-66.0370636
19381,19496,Zoe,Bush,Home Office,Puerto Rico,Yauco,6269 Silver Bluff Alley,00698,18.0333405,-66.8519211
19382,19497,Mikayla,Spence,Home Office,Puerto Rico,Caguas,4709 Burning Arbor,00725,18.2589169,-66.0370560
19383,19498,Martina,King,Consumer,Illinois,Carol Stream,4371 Gentle Townline,60188,41.8939667,-88.0966034
19384,19499,Zelda,Cochran,Consumer,Puerto Rico,Caguas,3100 Broad Brook Impasse,00725,18.2518063,-66.0370560
19385,19500,Daryl,Webster,Consumer,New York,Brooklyn,9188 Rocky Vale,11219,40.6346626,-73.9948044
19386,19501,Vivian,Terrell,Consumer,California,Sacramento,4556 Burning Cloud Abbey,95823,38.4867134,-121.4593430
19387,19502,Hannah,Ayala,Consumer,Puerto Rico,Caguas,2360 Noble Pines,00725,18.2813625,-66.0370560
19388,19503,Illana,Wilkerson,Consumer,Pennsylvania,West Chester,5344 Silver Alley,19382,39.9662132,-75.5366211
19389,19504,Avye,Clarke,Corporate,Puerto Rico,Caguas,8659 Foggy Deer Port,00725,18.2678814,-66.0370560
19390,19505,Rhoda,Cabrera,Corporate,Arizona,Glendale,603 High Blossom Meadow,85308,33.5383148,-112.2077484
19391,19506,Ursula,Spence,Home Office,New York,Brooklyn,3909 Middle Passage,11210,40.6376190,-73.9436112
19392,19507,Zenaida,Horn,Home Office,Georgia,Duluth,5676 Wishing Hill,30096,33.9851608,-84.1589966
19393,19508,Mechelle,Chase,Consumer,Utah,West Jordan,9768 Indian Lake Pathway,84084,40.6219559,-111.9332733
19394,19509,Rosalyn,Nielsen,Corporate,Puerto Rico,Caguas,2082 Quiet Wynd,00725,18.2895718,-66.0370560
19395,19510,Quin,Ewing,Corporate,Puerto Rico,Vega Baja,6608 Bright Creek Limits,00693,18.4448471,-66.3864136
19396,19511,Naida,Benson,Consumer,Pennsylvania,Doylestown,7358 Rocky Villas,18901,40.3114395,-75.1328888
19397,19512,Keelie,Ashley,Consumer,Puerto Rico,Caguas,5436 Grand Hickory Farm,00725,18.2246437,-66.0370636
19398,19513,Quincy,Gray,Consumer,Maryland,Baltimore,245 Hazy Dale,21215,39.3631706,-76.7005310
19399,19514,Ingrid,Hogan,Consumer,Georgia,Powder Springs,19 Clear Autumn Estates,30127,33.8601303,-84.6843796
19400,19515,Selma,Gonzales,Consumer,Puerto Rico,Caguas,1098 Fallen By-pass,00725,18.2356091,-66.0370560
19401,19516,Victoria,Zamora,Consumer,California,San Pedro,2328 Rustic Elk Abbey,90731,33.7378693,-118.2846069
19402,19517,Simone,Tucker,Consumer,California,Diamond Bar,6289 Rocky Way,91765,33.9956665,-117.8156967
19403,19518,Freya,Vega,Consumer,Puerto Rico,Caguas,7808 Merry Canyon,00725,18.2381382,-66.0370560
19404,19519,Veronica,Rodriquez,Corporate,Massachusetts,Dorchester Center,3680 Velvet Plaza,02124,42.2918015,-71.0724411
19405,19520,Madonna,Nash,Corporate,Puerto Rico,Caguas,6317 Golden Bear Dell,00725,18.2770042,-66.0370636
19406,19521,Harriet,Schroeder,Home Office,New York,Elmhurst,3310 Rocky Boulevard,11373,40.7471848,-73.8769684
19407,19522,Christen,Valdez,Consumer,Massachusetts,Lawrence,6449 Lazy Robin Drive,01841,42.7146339,-71.1640778
19408,19523,Constance,Schneider,Consumer,Puerto Rico,Caguas,1564 Grand Bear Green,00725,18.2014408,-66.0370636
19409,19524,Clio,Roberson,Consumer,Florida,Orange Park,6553 Stony Goose Drive,32073,30.1818295,-81.7411575
19410,19525,Giselle,Barnett,Consumer,Puerto Rico,Caguas,3278 Middle Cape,00725,18.2046166,-66.0370636
19411,19526,Mallory,Russo,Consumer,New Jersey,Newark,5012 Crystal Spring Glade,07104,40.7548103,-74.1746521
19412,19527,Brynn,Faulkner,Consumer,Puerto Rico,Caguas,4720 Colonial Blossom Run,00725,18.2952499,-66.0370560
19413,19528,Hayfa,Bennett,Consumer,California,Los Angeles,516 Dewy Bluff Swale,90047,34.0455856,-118.2479248
19414,19529,Basia,Shannon,Consumer,Puerto Rico,Caguas,6158 Silver Apple Field,00725,18.2096386,-66.0370560
19415,19530,Rachel,Mayo,Consumer,Texas,Edinburg,3593 Blue Brook Acres,78539,26.3071938,-98.2014847
19416,19531,Cora,Combs,Consumer,California,Watsonville,6049 Amber Deer Orchard,95076,37.0504456,-121.7598801
19417,19532,Briar,Taylor,Consumer,Puerto Rico,Caguas,4672 Fallen Pointe,00725,18.2063313,-66.0370560
19418,19533,Winter,Wilkerson,Consumer,Minnesota,Saint Paul,9941 Misty Grove Pointe,55106,44.9569817,-93.0653687
19419,19534,Tamara,Barber,Consumer,Puerto Rico,Caguas,9556 Bright Hickory Avenue,00725,18.2841244,-66.0370483
19420,19535,Jade,Cantu,Corporate,California,San Diego,6306 Merry Deer Autoroute,92105,32.7495346,-117.1046524
19421,19536,Belle,Mcdowell,Corporate,Virginia,Virginia Beach,4182 Rustic Lake Campus,23464,36.8084984,-76.2089768
19422,19537,Roanna,Jenkins,Corporate,New York,Ithaca,8314 Burning Circuit,14850,42.4370804,-76.4816895
19423,19538,Carissa,Farley,Corporate,Texas,Austin,1859 Sunny Quay,78704,30.2499714,-97.7664719
19424,19539,Imani,Vaughn,Consumer,Puerto Rico,Caguas,2954 Red Pioneer Port,00725,18.2596073,-66.0370560
19425,19540,Azalia,Watson,Consumer,Ohio,Strongsville,6414 Jagged Sky Gardens,44136,41.3469696,-81.8263168
19426,19541,Dahlia,Wise,Consumer,Puerto Rico,Caguas,9666 Gentle Shadow Thicket,00725,18.2649555,-66.0370636
19427,19542,Imani,Eaton,Home Office,California,San Diego,5621 Lost Via,92115,32.7585602,-117.0881882
19428,19543,Ima,Weiss,Consumer,Puerto Rico,Caguas,9602 Indian Heath,00725,18.2884750,-66.0370560
19429,19544,Jillian,Bowers,Consumer,California,West Covina,5450 Easy Thicket,91790,34.0700798,-117.9371948
19430,19545,Simone,Goodwin,Consumer,Puerto Rico,Caguas,3202 Fallen Point,00725,18.2739430,-66.0370560
19431,19546,Sarah,Shields,Consumer,New York,Brooklyn,4046 Round Wharf,11209,40.6452408,-73.9431610
19432,19547,Martina,Benton,Corporate,Puerto Rico,Caguas,1469 Cinder Leaf Cape,00725,18.2387791,-66.0370560
19433,19548,September,Patel,Consumer,California,Anaheim,7651 Honey Passage,92805,33.8380585,-117.9110107
19434,19549,Hilary,Parrish,Corporate,Puerto Rico,Caguas,5714 Jagged Leaf Street,00725,18.2812157,-66.0370560
19435,19550,Kelsie,Christian,Consumer,Illinois,Chicago,6499 Indian Run,60621,41.7727699,-87.6350327
19436,19551,Lael,Oconnor,Corporate,Puerto Rico,Caguas,7694 Velvet Turnabout,00725,18.2370834,-66.0370560
19437,19552,Alexa,Sears,Corporate,Michigan,Wyoming,8707 Shady Route,49509,42.3587303,-83.1579819
19438,19553,Rowan,Christensen,Home Office,Puerto Rico,Caguas,3937 Cinder Circle,00725,18.2683983,-66.0370560
19439,19554,Kirby,Cantu,Home Office,Colorado,Littleton,9526 Noble Embers Ridge,80126,39.5229950,-104.9482193
19440,19555,Whilemina,Frost,Corporate,Puerto Rico,Caguas,3422 Blue Pioneer Bend,00725,18.2316322,-66.0370560
19441,19556,Brooke,Vasquez,Corporate,California,San Marcos,8324 Little Common,92069,33.1467514,-117.1695328
19442,19557,Alyssa,Suarez,Corporate,Puerto Rico,Caguas,10 Crystal River Mall,00725,18.2296276,-66.0370560
19443,19558,Irma,Michael,Corporate,New Jersey,Passaic,3151 Sleepy Quail Promenade,07055,40.8627663,-74.1092835
19444,19559,Bree,Mccarthy,Consumer,Puerto Rico,Caguas,9453 High Concession,00725,18.2973614,-66.0370560
19445,19560,Macy,Faulkner,Consumer,Massachusetts,Lawrence,3047 Foggy Forest Plaza,01841,42.7146339,-71.1640778
19446,19561,Minerva,Mcguire,Corporate,Puerto Rico,Caguas,3616 Quaking Street,00725,18.2320786,-66.0370483
19447,19562,Gwendolyn,Levine,Corporate,Virginia,Stafford,8598 Harvest Beacon Plaza,22554,38.4618492,-77.4179916
19448,19563,Evangeline,Dotson,Consumer,Puerto Rico,Caguas,3169 Stony Woods,00725,18.2921772,-66.0370560
19449,19564,Tatiana,Whitley,Consumer,Texas,San Antonio,5594 Jagged Embers By-pass,78227,29.3803711,-98.6422348
19450,19565,Lynn,Farmer,Consumer,Puerto Rico,Caguas,7922 Iron Oak Gardens,00725,18.2654305,-66.0370560
19451,19566,Sydnee,Emerson,Consumer,California,Pico Rivera,5666 Hazy Pony Square,90660,33.9890213,-118.0791550
19452,19567,Darrel,Johnson,Consumer,California,Fontana,673 Burning Glen,92336,33.5260162,-117.7611465
19453,19568,Dominique,Hill,Consumer,Puerto Rico,Caguas,6651 Iron Port,00725,18.2617188,-66.0370636
19454,19569,Iris,Ellison,Home Office,Michigan,Taylor,1325 Noble Pike,48180,43.5625076,-83.8993454
19455,19570,Harriet,Bradley,Home Office,California,Martinez,2734 Hazy Butterfly Circle,94553,38.0119934,-122.1196899
